line,character,dialogue,sentiment,entities
48,THREEPIO,"Well, it's Princess Leia, sir. She's been trying to get you  on the communicator.",-0.14030584367590482,['Leia']
49,HAN,I turned it off. I don't want to talk to her.,-0.25675295212442695,[]
50,THREEPIO,"Oh. Well, Princess Leia is wondering about Master Luke. He  hasn't come back yet. She doesn't know where he is.",-0.28456891943326945,"['Leia', 'Luke']"
51,HAN,I don't know where he is.,-0.045293195860286906,[]
52,THREEPIO,Nobody knows where he is.,-0.21236672140288815,[]
53,HAN,"What do you mean, ""nobody knows""?",-0.03866751428894566,[]
54,THREEPIO,"Well, uh, you see...",0.4146547970184937,[]
55,HAN,Deck Officer. Deck Officer!,0.2574766166916631,[]
56,THREEPIO,"Excuse me, sir. Might I inqu-...",-0.11969132292155193,[]
57,DECK OFFICER,"Yes, sir?",-0.1137137611986645,[]
58,HAN,Do you know where Commander Skywalker is?,0.25197738201889375,['Skywalker']
59,DECK OFFICER,I haven't seen him. It's possible he came in through the  south entrance.,-0.5582466849257395,[]
60,HAN,It's possible? Why don't you go find out? It's getting dark out  there.,-0.44604674340411377,[]
61,DECK OFFICER,"Yes, sir.",0.13560309275436833,[]
62,THREEPIO,"Excuse me, sir. Might I inquire what's going on?",-0.20227542656480857,[]
63,HAN,Why not?,-0.45664517402433225,[]
64,THREEPIO,"Impossible man. Come along, Artoo, lets find Princess Leia.  Between ourselves, I think Master Luke is in considerable danger.",-0.3606079054598479,"['Artoo', 'Leia']"
65,DECK OFFICER,"Sir, Commander Skywalker hasn't come in through the  south entrance. He might have forgotten to check in.",-0.4508617997966491,['Skywalker']
66,HAN,Not likely. Are the speeders ready?,-0.5238322916676883,[]
67,DECK OFFICER,Not yet. We're having some trouble adapting them to the  cold.,-0.4707364636714757,[]
68,HAN,Then we'll have to go out on Tauntauns.,-0.3056785093435266,['Tauntauns']
69,DECK OFFICER,"Sir, the temperature's dropping too rapidly.",-0.6560346070878749,[]
70,HAN,That's right. And my friends out in it.,0.16107333655680955,[]
71,ASSISTANT OFFICER,I'll cover sector twelve. Have com-control set  screen alpha.,-0.14237124472078877,['twelve']
72,DECK OFFICER,Your Tauntaun'll freeze before you reach the first  marker.,-0.3691873640434322,['first']
73,HAN,Then I'll see you in hell!,0.5089086835809744,[]
74,THREEPIO,"You must come along now, Artoo. There's really nothing more  we can do. And my joints are freezing up.",-0.4763356174319582,['Artoo']
75,THREEPIO,"Don't say thing like that! Of course we'll see Master Luke  again. He'll be quite all right, you'll see.  Stupid little short-circuit. He'll be quite all right.",0.05907667447035703,['Luke']
76,LIEUTENANT,"Sir, all the patrols are in. There's still no contact from  Skywalker or Solo.",-0.41300898600086056,[]
77,THREEPIO,"Mistress Leia, Artoo says he's been quite unable to pick up  any signals, although he does admit that his own range is far too weak to abandon all hope.",-0.5326930146921569,"['Leia', 'Artoo']"
78,DERLIN,"Your Highness, there's nothing more we can do tonight. The  shield doors must be closed.",-0.6242037588247473,['tonight']
79,DERLIN,Close the doors.,-0.5397482188045482,[]
80,LIEUTENANT,"Yes, sir.",0.13560309275436833,[]
81,THREEPIO,Artoo says the chances of survival are seven hundred  seventy-five...to one.,-0.2120092546905603,"['Artoo', 'seven hundred', 'seventy-five']"
82,THREEPIO,"Actually, Artoo has been known to make mistakes...from time  to time. Oh, dear, oh, dear. Don't worry about Master Luke. I'm sure he'll be all right. He's quite clever, you know...for a human being.",-0.1123464249462216,"['Artoo', 'Luke']"
83,BEN,Luke...Luke.,0.235806761531427,['Luke...Luke']
84,LUKE,Ben?,-0.45127974607600585,['Ben']
85,BEN,You will go to the Dagobah system.,-0.39268411601983644,['Dagobah']
86,LUKE,Dagobah system?,-0.8839885419561377,['Dagobah']
87,BEN,"There you will learn from Yoda, the Jedi Master who instructed  me.",0.01532214522305031,['Yoda']
88,LUKE,Ben...Ben.,0.16111551714631656,['Ben...Ben']
89,HAN,"Luke! Luke! Don't do this, Luke. Come on, give me a sign here.",0.07851240857787967,"['Luke', 'Luke', 'Luke']"
90,HAN,Not much time.,-0.3044415704304937,[]
91,LUKE,Ben...Ben...,0.2995441701782773,['Ben...Ben']
92,HAN,"Hang on, kid.",0.290035549662379,[]
93,LUKE,Dagobah system...,-0.7093076998739676,['Dagobah']
94,HAN,Whew...,-0.473082604843291,[]
95,LUKE,Dagobah...,-0.7297595031407653,['Dagobah']
96,HAN,"This may smell bad, kid...",-0.5426139151679725,[]
97,LUKE,Yoda...,-0.23620248572179636,['Yoda']
98,HAN,...but it will keep you warm...til I get the shelter built.   Ooh...I thought they smelled bad on the outside!,-0.22321169426678944,[]
99,ZEV,"Echo Base...I've got something! Not much, but  it could be a life form.",-0.5124727557535309,[]
100,ZEV,"This is Rouge Two. this is Rouge Two. Captain  Solo, so you copy? Commander Skywalker, do you copy? This is Rouge Two.",0.20866377276319636,"['Rouge Two', 'Rouge Two', 'Skywalker', 'Rouge Two']"
101,HAN,Good morning. Nice of you guys to  drop by.,0.22138191205917113,['morning']
102,ZEV,"Echo Base...this is Rouge Two. I found  them. Repeat, I found them.",-0.23183593921420265,['Rouge Two']
103,THREEPIO,"Master Luke, sir, it's good to see you fully functional  again.",0.29485905516402844,['Luke']
104,THREEPIO,"Artoo expresses his relief, also.",-0.44234991104699506,['Artoo']
105,HAN,"How are you feeling, kid? You don't look so bad to me. In fact,  you look strong enough to pull the ears off a Gundark.",-0.1335525572789522,['Gundark']
106,LUKE,Thanks to you.,0.49149818583112426,[]
107,HAN,"That's two you owe me, junior.",0.40846473077629386,['two']
108,HAN,"Well your Worship, looks like you managed to keep me around for a  little while longer.",-0.10211788341643246,[]
109,LEIA,I had nothing to do with it. General Rieekan thinks  it's dangerous for any ships to leave the system until we've activated the energy shield.,-0.453565891096698,['Rieekan']
110,HAN,That's a good story. I think you just can't bear to let a  gorgeous guy like me out of your sight.,0.3415733547173192,[]
111,LEIA,"I don't know where you get you delusions, laser brain.",-0.08243377402170848,[]
112,HAN,"Laugh it up, fuzz ball. But you didn't see us alone in the south  passage.",-0.5452523575397845,[]
113,HAN,She expressed her true feelings for me.,0.2871582437473106,[]
114,LEIA,"My...! Why, you stuck up,...half-witted,...scruffy-looking...  nerf-herder!",-0.23716626248721684,[]
115,HAN,"Who's scruffy-looking?  I must have hit her pretty close  to the mark to get her all riled up like that, huh, kid?",-0.2740275311204139,[]
116,LEIA,"Why, I guess you don't know everything about women yet?",0.3092653571119206,[]
117,ANNOUNCER,"Headquarters personnel, report to command  center.",-0.5858241359051677,[]
118,HAN,Take it easy.,0.13720231426814067,[]
119,THREEPIO,"Excuse us, please.",-0.20206954004964506,[]
120,RIEEKAN,Princess...we have a visitor.,-0.5293251662998122,[]
121,RIEEKAN,"We've picked up something outside the base in zone twelve,  moving east.",-0.5786260474266736,['twelve']
122,SENIOR CONTROLLER,It's metal.,-0.6518626051196024,[]
123,LEIA,Then it couldn't be one of those creatures that attacked Luke.,-0.28415920447129817,"['one', 'Luke']"
124,HAN,"It could be a speeder, one of ours.",-0.10251842427192015,['one']
125,SENIOR CONTROLLER,No. Wait -- there's something very weak coming  through.,-0.6877812435838684,[]
126,THREEPIO,"Sir, I am fluent in six million forms of communication. This  signal is not used by the Alliance. It could be an Imperial code.",-0.5197772778782879,"['six million', 'Alliance', 'Imperial']"
127,HAN,"It isn't friendly, whatever it is. Come on, Chewie, let's check  it out.",-0.09055297358870562,['Chewie']
128,RIEEKAN,Send Rouges Ten and Eleven to station three-eight.,-0.20804101669256236,"['Eleven', 'three-eight']"
129,HAN,Afraid there's not much left.,-0.6777965531424923,[]
130,LEIA,What was it?,-0.5602542200557523,[]
131,HAN,Droid of some kind. I didn't hit it that hard. It  must have had a self-destruct.,-0.22907967744629687,['Droid']
132,LEIA,An Imperial probe droid.,-0.5350161243792899,['Imperial']
133,HAN,It's a good bet the Empire knows we're here.,0.1842812353076959,['Empire']
134,RIEEKAN,We'd better start the evacuation.,-0.36242101806302407,[]
135,PIETT,Admiral.,0.0,[]
136,OZZEL,"Yes, Captain",-0.010758275882007728,[]
137,PIETT,"I think we've got something, sir. The report is only a fragment  had.",-0.22724298091679662,[]
138,OZZEL,"We have thousands of probe droids searching the  galaxy. I want proof, not leads!",-0.23386158568082305,['thousands']
139,PIETT,The visuals indicate life readings.,-0.48501278188755603,[]
140,OZZEL,It could mean anything. If we followed every lead...,-0.5317136237495721,[]
141,PIETT,"But, sir, the Hoth system is supposed to be devoid of human  forms.",-0.42744797569991566,[]
142,VADER,You found something?,-0.419429253916908,[]
143,PIETT,"Yes, my lord.",-0.04446227508667899,[]
144,VADER,That's it. The  Rebels are there.,-0.35583977007936807,[]
145,OZZEL,"My lord, there are so many uncharted settlements. It could be  smugglers, it could be...",-0.6845847951937185,[]
146,VADER,"That is the system. And I'm sure Skywalker is with them. Set  your course for the Hoth system. General Veers, prepare you men.",0.14611434097401577,"['Skywalker', 'Veers']"
147,REBEL CAPTAIN,"Groups seven and ten will stay behind to fly the  speeders. As soon as each transport is loaded, evacuation control will give clearance for immediate launch.",-0.23328913224657533,"['seven', 'ten']"
148,REBEL FIGHTER,"Right, sir.",0.417237613413745,[]
149,HAN,"Okay, that's it. Try it...Off! Turn it  off! Turn it off! Off!",-0.4263770820409898,[]
150,MEDICAL DROID,"Sir, it will take quite awhile to evacuate the T-forty-  sevens.",-0.5253362543405462,[]
151,LUKE,"Well, forget the heavy equipment. There's plenty of time to get  the smaller modules on the transports.",-0.013567886893172787,[]
152,MEDICAL DROID,"Take care, sir.",0.5026768606116616,[]
153,LUKE,Thanks.,0.6865490039029605,[]
154,LUKE,"Chewie, take care of yourself, okay?",0.4037034792843124,['Chewie']
155,HAN,"Hi, kid.  There's got to be a reason for it. Check it  at the other end. Wait a second.  You all right?",-0.022540138212950644,['second']
156,LUKE,Yeah.,0.011727218413370766,[]
157,HAN,Be careful.,-0.5083598486377918,[]
158,LUKE,"You, too.",0.06651216578375108,[]
159,CONTROLLER,"General, there's a fleet of Star Destroyers coming out of  hyperspace in sector four.",-0.2239023859966991,"['Star Destroyers', 'four']"
160,RIEEKAN,Reroute all power to the energy shield. We've got to hold  them till all transports are away. Prepare for ground assault.,-0.4809077075953383,[]
161,VADER,"What is it, General?",-0.2976461477302659,[]
162,VEERS,"My lord, the fleet has moves out of light-speed. Com-Scan has  detected an energy field protecting an area around the sixth planet of the Hoth system. The field is strong enough to deflect any bombardment.",-0.484847215150616,"['Com-Scan', 'sixth']"
163,VADER,The Rebels are alerted to our presence. Admiral Ozzel  came out of light-speed too close to the system.,-0.5457585746726548,"['Rebels', 'Ozzel  ']"
164,VEERS,He felt surprise was wiser...,-0.4416048973977218,[]
165,VADER,"He is as clumsy as he is stupid. General, prepare your troops  for a surface attack.",-0.37286338350483894,[]
166,VEERS,"Yes, my lord.",-0.04446227508667899,[]
167,OZZEL,"Lord Vader, the fleet has moved out of light-speed, and we're  preparing to...Aaagh!",-0.45670748117211013,[]
168,VADER,"You have failed me for the last time, Admiral. Captain Piett.",-0.010301182452357116,['Piett']
169,PIETT,"Yes, my lord.",-0.04446227508667899,[]
170,VADER,"Make ready to land out troops beyond the energy shield and  deploy the fleet so that nothing gets off that system. You are in command now, Admiral Piett.",-0.37485217938041226,['Piett']
171,PIETT,"Thank you, Lord Vader.",0.29478162177122,['Vader']
172,LEIA,"All troop carriers will assemble at the north entrance. The  heavy transport ships will leave as soon as they're loaded. Only two fighter escorts per ship. The energy shield can only be opened for a short time, so you'll have to stay very close to your transports.",-0.14017261199028264,['Only two']
173,HOBBIE,Two fighters against a Star Destroyer?,0.38399947614374064,['Two']
174,LEIA,"The ion cannon will fire several shots to make sure that any  enemy ships will be out of your flight path. When you've gotten past the energy shield, proceed directly to the rendezvous point. Understood?",-0.4463678078529687,[]
175,PILOTS,Right. Okay.,0.1775138860629235,[]
176,LEIA,Good luck.,0.7442699751170345,[]
177,DERLIN,Okay. Everyone to your stations. Let's go!,-0.08274844673701409,[]
178,RIEEKAN,Their primary target will be the power generators. Prepare to  open the shield.,-0.5411599467813175,[]
179,CONTROLLER,"Sir, Rebel ships are coming into our sector.",-0.3358394796265718,['Rebel']
180,CAPTAIN,Good. Our first catch of the day.,0.40954668746440515,"['first', 'the day']"
181,WOMAN CONTROLLER,"Stand by, ion control....Fire!",-0.5660452640922735,[]
182,ANNOUNCER,The first transport is away.,-0.3336853944304341,['first']
183,DACK,"Feeling all right, sir?",0.16655217102304043,[]
184,LUKE,"Just like new, Dack. How about you?",-0.04086829567924144,['Dack']
185,DACK,Right now I feel I could take on the whole Empire myself.,0.11751944355812594,[]
186,LUKE,I know what you mean.,0.5963700119307735,[]
187,TRENCH OFFICER,Echo Station Three-T-Eight.,-0.6177926960191915,['Echo Station Three-T-Eight']
188,TRENCH OFFICER,We have spotted Imperial walkers!,-0.5961646915197683,[]
189,CONTROLLER,Imperial walkers on the north ridge.,-0.8459884511565019,['the north ridge']
190,LUKE,Echo station Five-Seven. We're on our way.,-0.4231804818401137,"['Echo', 'Five-Seven']"
191,LUKE,"All right, boys, keep tight now.",0.17803671065392312,[]
192,DACK,"Luke, I have no approach vector. I'm not set.",0.0,['Luke']
193,LUKE,"Steady, Dack. Attack pattern delta. Go now!",-0.6496139998500083,['Dack']
194,LUKE,"All right, I'm coming in.",0.3423418843250561,[]
195,LUKE,"Hobbie, you still with me?",0.04690908884074152,['Hobbie']
196,LUKE,That armor's too strong for blasters.,0.03928921290863907,[]
197,LUKE,"Rouge Group, use your harpoons and tow cables. Go  for the legs. It might be our only chance of stopping them.  All right, stand by, Dack.",-0.18654345268273187,"['Rouge Group', 'Dack']"
198,DACK,"Luke, we've got a malfunction in fire control. I'll have to cut  in the auxiliary.",-0.43966565212085174,['Luke']
199,LUKE,"Just hang on. Hang on, Dack. Get ready to fire that tow cable.",-0.3414545746388782,['Dack']
200,LUKE,Dack? Dack!,-0.7217450035276316,"['Dack', 'Dack']"
201,VEERS,"Yes, Lord Vader. I've reached the main power generator. The  shield will be down in moments. You may start your landing.",-0.436054787577534,[]
202,LUKE,Rouge Three.,0.14252746659626836,['Rouge Three']
203,WEDGE,"Copy, Rouge Leader",0.6631984802399948,[]
204,LUKE,"Wedge, I've lost my gunner. You'll have to make  this shot. I'll cover for you. Set your harpoon. Follow me on the next pass.",0.29661943378404443,['Wedge']
205,WEDGE,"Coming around, Rouge Leader.",-0.35704841326136116,[]
206,LUKE,"Steady, Rouge Two",0.0,[]
207,WEDGE,Activate harpoon.,-0.8621241409685791,[]
208,WEDGE,"Good shot, Janson.",0.6053177299538965,['Janson']
209,WEDGE,One more pass.,-0.17046551879640193,['One']
210,JANSON,Coming around. Once more.,-0.6710624765000819,[]
211,JANSON,One more.,0.12099296183326258,['One']
212,JANSON,Cable out! Let her go!,-0.08886108018580607,[]
213,WEDGE,Detach cable.,-0.7777763707300198,[]
214,JANSON,Cable detached.,-0.8312963808382878,[]
215,TRENCH OFFICER,Come on!,0.2933809754476113,[]
216,WEDGE,Whooha!! That got him!,0.18929158117628497,['Whooha']
217,LUKE,"I see it, Wedge. Good work.",0.3733663599750847,['Wedge']
218,RIEEKAN,I don't think we can protect two transports at a time.,0.05777623511185648,['two']
219,LEIA,"It's risky, but we can't hold out much longer. We have no  choice.",-0.3877718487924564,[]
220,RIEEKAN,Launch patrols.,-0.852749831743626,[]
221,LEIA,Evacuate remaining ground staff.,-0.8586704090260759,[]
222,HAN,"No, no! No! This one goes there, that one goes there. right?",-0.21305687541916773,[]
223,THREEPIO,"Artoo, you take good care of Master Luke now, understand?  And...do take care of yourself. Oh, dear, oh, dear.",0.24565310170591959,"['Artoo', 'Luke']"
224,VEERS,All troops will debark for ground assault. Prepare to target  the main generator.,-0.42253246822461077,[]
225,LUKE,"Rouge Two, are you all right?",0.3650055103839236,['Rouge Two']
226,ZEV,"Yeah. I'm with you, Rouge Leader.",0.5589096182119042,[]
227,LUKE,We'll set harpoon. I'll cover for you.,0.3938941347877314,[]
228,ZEV,Coming around.,-0.7999884628118183,[]
229,LUKE,"Watch that cross fire, boys.",-0.6205823658134575,[]
230,ZEV,Set for position three.  Steady.,-0.011490318496419016,['three']
231,LUKE,Stay tight and low.,0.06632352355402094,[]
232,LUKE,"Hobbie, I've been hit!",-0.14347313472289258,['Hobbie']
233,HAN,You all right?,0.525508294790135,[]
234,LEIA,Why are you still here?,-0.1429392923055075,[]
235,HAN,I heard the command center had been hit.,-0.4619521120447252,[]
236,LEIA,You got your clearance to leave.,-0.25823294679895925,[]
237,HAN,Don't worry. I'll leave. First I'm going to get you to your ship.,0.05838973063287378,['First']
238,THREEPIO,"Your Highness, we must take this last transport. It's our  only hope.",-0.15882843805047742,[]
239,LEIA,Send all troops in sector twelve to the south  slope to protect the fighters.,-0.4176723376369771,['twelve']
240,ANNOUNCER,Imperial troops have entered the base.,-0.48880204016554973,['Imperial']
241,HAN,Come on...that's it.,-0.05783238068799257,[]
242,LEIA,Give the evacuation code signal. And get to  your transports!,-0.28746133617825076,[]
243,HEAD CONTROLLER,K-one-zero...all troops disengage.,-0.22097452664888206,[]
244,THREEPIO,Oh! Wait for me!,0.45473236002173767,[]
245,OFFICER,Begin retreat!,-0.8744748478124198,[]
246,SECOND OFFICER,Fall back!,-0.40708185674428465,[]
247,VEERS,Distance to power generators?,-0.8784747582799568,[]
248,PILOT,"One-seven, decimal two-eight.",-0.06183215013006382,"['One-seven', 'two-eight']"
249,VEERS,Target. Maximum fire power.,-0.5745854422122314,[]
250,HAN,"Transport, this is Solo. Better take off -- I  can't get to you. I'll get the princess out on the Falcon.",0.0,"['Solo', 'Falcon']"
251,THREEPIO,But...but...but...where are you going? Uh...come back!!,-0.08221112453557233,[]
252,THREEPIO,Wait! Wait for me! Wait! Stop!,0.4010406304560723,[]
253,THREEPIO,How typical.,-0.1175827032642136,[]
254,HAN,Come on.,0.0451121102752956,[]
255,HAN,"Hurry up, goldenrod, or you're going to be a permanent resident!",-0.47454077232343206,[]
256,THREEPIO,Wait! Wait!,0.5055334115457035,[]
257,HAN,How's this?,-0.4195893564386992,[]
258,LEIA,Would it helped if I got out and pushed?,-0.43216371808074383,[]
259,HAN,It might.,-0.7395825498177584,[]
260,THREEPIO,"Captain Solo, Captain Solo...sir, might I suggest that  you...",0.16854020161783922,['Solo']
261,THREEPIO,It can wait.,-0.20386969501345087,[]
262,LEIA,The bucket of bolts is never going to get us past that blockade.,-0.5856561017857027,[]
263,HAN,"This baby's got a few surprises left in her, sweetheart.",0.1354487400868718,[]
264,HAN,Come on! Come on! Switch over. Let's hope we don't have a  burnout.,-0.27120071887854835,[]
265,HAN,See?,-0.19930589308923796,[]
266,LEIA,"Someday you're going to be wrong, and I hope I'm there to see it.",0.05872639695034376,[]
267,HAN,Punch it!,-0.040435399236067315,[]
268,LUKE,Artoo! Get her ready for takeoff.,-0.032716461637163574,['Artoo']
269,WEDGE,"Good luck, Luke. See you at the rendezvous.",0.4454416854107688,['Luke']
270,LUKE,"Don't worry, Artoo. We're going, we're going.",-0.4426823604452377,['Artoo']
271,LUKE,"There's nothing wrong, Artoo. I'm just setting a  new course.",-0.250449603511657,['Artoo']
272,LUKE,We're not going to regroup with the others.,-0.38596356112505115,[]
273,LUKE,We're going to the Dagobah system.,-0.5624033335760028,['Dagobah']
274,LUKE,"Yes, Artoo?",-0.6879378057248571,['Artoo']
275,LUKE,That's all right. I'd like to keep it  on manual control for a while.,0.2178403319256328,[]
276,HAN,I saw them! I saw them!,0.21929967246899507,[]
277,LEIA,Saw what?,-0.4002323871833189,[]
278,HAN,"Star Destroyers, two of them, coming right at us.",0.22502516542307327,"['Star Destroyers', 'two']"
279,THREEPIO,"Sir, sir! Might I suggest...",0.17503289426485535,[]
280,HAN,Shut him up or shut him down!  Check the  deflector shield!,-0.6252037163377002,[]
281,HAN,"Oh, great. Well, we can still outmaneuver them.",0.0,[]
282,IMPERIAL OFFICER,Take evasive action!,-0.05327354572775067,[]
283,HAN,Prepare to make the jump to light-speed.,-0.5989959814930101,[]
284,THREEPIO,"But, sir!",0.34870878326134847,[]
285,LEIA,They're getting closer!,-0.31668400376513905,[]
286,HAN,Oh yeah? Watch this.,-0.23534831903671405,[]
287,LEIA,Watch what?,0.10622607110480309,[]
288,HAN,I think we're in trouble.,0.022742776889975058,[]
289,THREEPIO,"If I may say so, sir, I noticed earlier the hyperdrive  motivator has been damaged. It's impossible to go to light-speed!",-0.4797055946588138,[]
290,HAN,We're in trouble!,-0.20271168429446917,[]
291,HAN,Horizontal boosters...!,-0.42425117990539607,[]
292,HAN,Alluvial dampers...! Well that's not it.,-0.5985387650365732,[]
293,HAN,Bring me the hydrospanners!,0.2186160898609879,[]
294,HAN,I don't know how we're going to get out of this one.,0.01594789564787713,[]
295,HAN,Oww! Chewie!,0.1853999624014242,['Chewie']
296,HAN,That was no laser blast! Something hit us.,-0.5586892274587552,[]
297,LEIA,"Han, get up here!",0.06762667448322901,['Han']
298,HAN,"Come on, Chewie!",0.39346241731060516,['Chewie']
299,LEIA,Asteroids!,-0.7760193249834961,[]
300,HAN,"Oh, no! Chewie, set two-seven-one.",0.0,"['Chewie', 'two']"
301,LEIA,What are you doing? You're not actually going into an asteroid  field?,-0.4628007609949698,[]
302,HAN,"They'd be crazy to follow us, wouldn't they?",-0.5341578028811138,[]
303,LEIA,You don't have to do this to impress me.,-0.24253566902275203,[]
304,THREEPIO,"Sir, the possibility of successfully navigating an asteroid  field is approximately three thousand, seven hundred and twenty to one.",-0.3953558523467928,['seven hundred and']
305,HAN,Never tell me the odds!,0.5250368824983873,[]
306,HAN,"You said you wanted to be around when I made a mistake; well,  this could be it, sweetheart.",-0.07849076129302635,[]
307,LEIA,I take it back. We're going to get pulverized if we stay out  here much longer.,-0.2878451115943568,[]
308,HAN,I'm not going to argue with that.,0.024019120078579315,[]
309,THREEPIO,Pulverized?,-0.8727600651917795,[]
310,HAN,I'm going in closer to one of the big ones.,0.22593296023856935,[]
311,LEIA,Closer?,-0.8774374268063032,[]
312,THREEPIO,Closer?!,-0.6496880244102239,[]
313,THREEPIO,"Oh, this is suicide!",-0.3210915608707554,[]
314,HAN,There. That looks pretty good.,0.12053669014571033,[]
315,LEIA,What looks pretty good?,0.2865485661255103,[]
316,HAN,Yeah. That'll do nicely.,0.27174208788498877,[]
317,THREEPIO,"Excuse me, ma'am, but where are we going?",-0.3213576666782092,[]
318,LEIA,I hope you know what you're doing.,0.6772546831134025,[]
319,HAN,"Yeah, me too.",-0.10813057785154645,[]
320,LUKE,"Yes, that's it. Dagobah.",-0.40144489723063903,['Dagobah']
321,LUKE,"No, I'm not going to change my mind about this.   I'm not picking up any cities or technology. Massive life-form readings, though. There's something alive down there...",-0.4561498974555789,[]
322,LUKE,"Yes, I'm sure it's perfectly safe for droids.",0.4932364444270132,[]
323,LUKE,"I know, I know! All the scopes are dead. I can't  see a thing! Just hang on, I'm going to start the landing cycle...",0.10769375902289768,[]
324,LUKE,"No, Artoo, you stay put. I'll have a look around.",-0.046942188687661535,['Artoo']
325,LUKE,Artoo?,-0.9426739247776095,['Artoo']
326,LUKE,Artoo! Where are you?,-0.40206188150324573,['Artoo']
327,LUKE,Artoo! You be more careful.,-0.33046757976014374,['Artoo']
328,LUKE,Artoo -- that way!,-0.44400038964888644,['Artoo']
329,LUKE,Artoo!,-0.7102047170654575,['Artoo']
330,LUKE,"Oh, no! Are you all right? Come on. You're lucky you don't taste  very good. Anything broken?",0.04848967906378565,[]
331,LUKE,"If you're saying coming here was a bad idea, I'm beginning to  agree with you. Oh, Artoo, what are we doing here? It's like... something out of a dream, or, I don't know. Maybe I'm just going crazy.",-0.10125427825456135,['Artoo']
332,VADER,"Yes, Admiral?",-0.19968043826126225,[]
333,PIETT,"Our ships have sighted the Millennium Falcon, lord. But...it  has entered an asteroid field and we cannot risk...",-0.5903001749762129,['the Millennium Falcon']
334,VADER,"Asteroids do not concern me, Admiral. I want  that ship and not excuses.",-0.25561672237396627,[]
335,PIETT,"Yes, lord.",-0.3351585489153408,[]
